house,year,name_jp,district,districttype,party_jp,party_id,party_en,result,experience,experience_lab,female,gender_lab,age,age_group,borninku,home_lab,educ_type,educ_lab,dynastic,dynastic_lab,busi_emp,busi_exec,celeb,bcrat,localbcrat,pref_assy,pref_gov,sec,magnitude,city_assy,anylocal_assy,mayor,totcruns,totcwins,kucode,region,prcode,inc,camp,ku_vote,ku_totvote,ku_electorate,ku_voteshare,ku_rank,ku_ncand,pr_partyvote,pr_totvote,pr_electorate,pr_voteshare,pr_m,pr_partyseats,pr_rank,pr_ncand,pr_rerank,poptotal,popmale,popfemale,popunder15,popover65,popdid,popdensity,byear,bplace,bplace_id,background_jp,background_eng,busi,priorwins,incumbent2,incdummy2,hc,bcrat_id,news,union,agri,celeb_id,qual,educ,law,med,relig,police,pubcorp,mili,juku,kobo,dynasty,family,pre_local,pre_cand,pre_mp,seshu,junior,cablegacy,pre_fam,cabappt,cabexp,junappt,junexp,pm,pid,party_en_orig,borninken
HR,2014,石丸完治,Nagasaki 3,SMD,共産党,5,JCP,0,0,No experience,0,Male,65,60-69,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4203,Kyushu,0,0,5,31650,114004,239356,0.277621838,2,2,,,,,,,,,,297024,140431,156593,43783,77554,102712,0.3458037,1949,佐賀県伊万里市,4103,党県常任委員・県農林漁民部長［歴］党地区委員長▽長崎大,party position,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15442,JCP,0
HR,2014,北村誠吾,Nagasaki 4,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,67,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,1,0,1,1,1,1,0,7,6,4204,Kyushu,110000,1,1,61533,122113,239820,0.503902123,1,5,2001264,5830358,11816652,0.343248905,21,8,1,38,0,296353,138555,157798,39226,81207,127313,0.4295992,1947,長崎県北松浦郡小値賀町,4204,［元］副防衛相▽学校法人理事▽社福法人常務理事［歴］佐世保市議▽県議▽早大,"loc pol, MP sec",0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,1,0,18714,LDP,1
HR,2014,石川悟,Nagasaki 4,SMD,共産党,5,JCP,0,0,No experience,0,Male,62,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4204,Kyushu,0,0,5,6319,122113,239820,0.051747152,4,5,,,,,,,,,,296353,138555,157798,39226,81207,127313,0.4295992,1952,松浦市,4204,党県副委員長・地区委員長［歴］党長崎地区委員長・県書記長▽長崎大,party employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15496,JCP,1
HR,2014,森拓也,Nagasaki 4,SMD,無所属,10,Independent,0,0,No experience,0,Male,45,40-49,1,Born inside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4204,Kyushu,0,0,9,2268,122113,239820,0.018572961,5,5,,,,,,,,,,296353,138555,157798,39226,81207,127313,0.4295992,1969,長崎県佐世保市,4204,［元］会社員▽九州電機短大,company employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19652,Independent,1
HR,2014,宮島大典,Nagasaki 4,SMD,民主党,16,DPJ,0,3,"Formerly in office, 2 terms",0,Male,51,50-59,1,Born inside district,1,Local public university,2,National-level elected politician,0,1,0,0,0,1,0,1,1,0,1,0,8,2,4204,Kyushu,110000,0,4,42690,122113,239820,0.349594228,2,5,944093,5830358,11816652,0.161927106,21,3,2,16,9,296353,138555,157798,39226,81207,127313,0.4295992,1963,長崎県佐世保市,4204,［元］防衛政務官［歴］参院議員秘書▽県議▽会社役員▽党副幹事長▽一橋大,"prefectural assembly, MP secretary, Nokyo",1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,宮島,0,1,1,0,1,0,"宮島滉 (father, HC)",0,0,0,1,0,11646,DPJ,1
HR,2014,末次精一,Nagasaki 4,SMD,生活の党,36,PLP,0,0,No experience,0,Male,52,50-59,1,Born inside district,1,Local public university,0,None,1,0,0,0,0,1,0,1,1,0,1,0,3,0,4204,Kyushu,110000,0,4,9303,122113,239820,0.076183535,3,5,104895,5830358,11816652,0.017991177,21,0,1,3,999,296353,138555,157798,39226,81207,127313,0.4295992,1962,長崎県佐世保市,4204,ＮＰＯ法人理事長▽中小企業診断士［歴］会社員▽衆院議員秘書▽県議▽京大,"MP sec, business employee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,18858,Seikatsu,1
HR,2014,小林茂樹,Nara 1,SMD,自民党,1,LDP,0,2,"Currently in office, 1 term",0,Male,50,50-59,1,Born inside district,2,Private university,0,None,0,1,0,0,0,1,0,0,1,0,1,0,2,1,2901,Kinki,80000,2,1,67473,163734,295236,0.41208912,2,3,2442006,8445671,16832477,0.289142923,29,9,1,46,10,360615,168563,192052,45420,84478,308995,0.8568556,1964,奈良市,2901,［元］県議［歴］銀行員▽奈良青年会議所理事長▽会社社長▽慶大,"prefectural assembly, company president",1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,14328,LDP,1
HR,2014,谷川和広,Nara 1,SMD,共産党,5,JCP,0,0,No experience,0,Male,36,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2901,Kinki,80000,0,5,16996,163734,295236,0.103802509,3,3,1084154,8445671,16832477,0.128368012,29,4,5,8,7,360615,168563,192052,45420,84478,308995,0.8568556,1978,奈良県奈良市,2901,党県書記長［歴］民青同盟中央委員・県委員長▽大谷大,party youth org.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19699,JCP,1
HR,2014,馬淵澄夫,Nara 1,SMD,民主党,16,DPJ,1,6,"Currently in office, 3+ terms",0,Male,54,50-59,1,Born inside district,1,Local public university,0,None,0,1,0,0,0,0,0,0,1,0,0,0,6,5,2901,Kinki,80000,1,4,79265,163734,295236,0.484108371,1,3,1047361,8445671,16832477,0.124011579,29,4,1,26,0,360615,168563,192052,45420,84478,308995,0.8568556,1960,奈良県奈良市,2901,［元］国交相▽党選対委員長［歴］災害対策特別委員長▽党幹事長代行▽横浜国大,business executive,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,1,0,17969,DPJ,1
HR,2014,高市早苗,Nara 2,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",1,Female,53,50-59,1,Born inside district,1,Local public university,0,None,0,1,1,0,0,0,0,0,1,0,0,0,8,7,2902,Kinki,80000,1,1,96218,156936,295929,0.613103431,1,3,2442006,8445671,16832477,0.289142923,29,9,1,46,0,365227,174464,190763,49276,84326,241025,0.659932,1961,奈良県奈良市,2902,総務相［歴］通産政務次官▽副経産相▽党政調会長▽神戸大,"Matsushita, media (TV), education",1,3,1,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,,1,1,0,1,0,12492,LDP,1
HR,2014,和泉信丈,Nara 2,SMD,共産党,5,JCP,0,0,No experience,0,Male,31,Under_40,0,Born outside district,0,High school,0,None,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2902,Kinki,0,0,5,21937,156936,295929,0.139783096,3,3,,,,,,,,,,365227,174464,190763,49276,84326,241025,0.659932,1983,長野県長野市,2001,党地区国政対策室長・地区職員［歴］会社員▽藤影きもの専門学校,"party employee, company employee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19782,JCP,0
HR,2014,中村哲治,Nara 2,SMD,生活の党,36,PLP,0,3,"Formerly in office, 2 terms",0,Male,43,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,1,1,0,0,0,5,2,2902,Kinki,80000,0,4,38781,156936,295929,0.247113473,2,3,97398,8445671,16832477,0.011532299,29,0,1,3,1,365227,174464,190763,49276,84326,241025,0.659932,1971,奈良県生駒市,2902,［元］参院議員▽党県役員［歴］参院議員秘書▽法務政務官▽京大,"UH, MP sec",0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,16770,Seikatsu,1
HR,2014,奥野信亮,Nara 3,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,70,Over_70,1,Born inside district,2,Private university,3,Cabinet minister,0,1,0,0,0,0,0,0,1,0,0,0,5,4,2903,Kinki,80000,1,1,79334,150718,291571,0.526373758,1,3,2442006,8445671,16832477,0.289142923,29,9,1,46,0,355549,168649,186900,50137,81092,220006,0.6187783,1944,奈良県御所市,2903,［元］副法相▽党県会長［歴］日産自動車取締役▽法務政務官▽法務委員長▽慶大,business president,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,奥野,0,1,1,1,1,1,奥野誠亮 (father),0,0,0,1,0,10672,LDP,1
HR,2014,正木敦,Nara 3,SMD,共産党,5,JCP,0,0,No experience,0,Male,43,40-49,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2903,Kinki,0,0,5,24828,150718,291571,0.164731485,3,3,,,,,,,,,,355549,168649,186900,50137,81092,220006,0.6187783,1971,大阪府大阪市,2701,党地区委員長［歴］民青同盟北和地区委員長▽赤旗中和出張所長▽近畿大,party youth org.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15121,JCP,0
HR,2014,栗原絵里子,Nara 3,SMD,維新の党,35,JIP,0,0,No experience,1,Female,46,40-49,0,Born outside district,2,Private university,0,None,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2903,Kinki,80000,0,1,46556,150718,291571,0.308894757,2,3,2202932,8445671,16832477,0.26083564,29,8,2,28,13,355549,168649,186900,50137,81092,220006,0.6187783,1968,神奈川県鎌倉市,1404,１級建築士［歴］建設会社員▽東海大,construction company employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19568,JRP,0
HR,2014,田野瀬太道,Nara 4,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,40,40-49,1,Born inside district,2,Private university,2,National-level elected politician,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2904,Kinki,80000,1,1,86442,141135,259318,0.612477415,1,3,2442006,8445671,16832477,0.289142923,29,9,1,46,0,319337,151645,167692,39178,83850,137173,0.4295556,1974,奈良県五條市,2904,保育園理事長▽党青年局次長［歴］衆院議員秘書▽青年会議所理事長▽早大,MP secretary,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,田野瀬,0,1,1,1,1,0,田野瀬良太郎 (father),0,0,0,0,0,17413,LDP,1
HR,2014,山崎タヨ,Nara 4,SMD,共産党,5,JCP,0,0,No experience,1,Female,64,60-69,0,Born outside district,0,High school,0,None,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2904,Kinki,0,0,5,12643,141135,259318,0.089580898,3,3,,,,,,,,,,319337,151645,167692,39178,83850,137173,0.4295556,1950,鹿児島県,46,党地区女性委員会事務局長▽女性団体役員［歴］会社員▽鹿児島・屋久島高,party position,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,13366,JCP,0
HR,2014,大西孝典,Nara 4,SMD,民主党,16,DPJ,0,1,"Formerly in office, 1 term",0,Male,58,50-59,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,1,1,0,0,0,3,1,2904,Kinki,80000,0,4,42050,141135,259318,0.297941687,2,3,1047361,8445671,16832477,0.124011579,29,4,1,26,14,319337,151645,167692,39178,83850,137173,0.4295556,1956,奈良県川上村,2904,党県副代表▽社会福祉法人理事［歴］林業・木材業▽衆院議員秘書▽上智大,"MP sec, party, agri (lumber)",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,16182,DPJ,1
HR,2014,石崎徹,Niigata 1,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,30,Under_40,1,Born inside district,2,Private university,0,None,0,0,0,1,0,0,0,0,1,0,0,0,2,2,1501,Hokuriku Shinetsu,60000,1,1,92656,197266,430046,0.46970081,1,3,1122585,3107023,6147926,0.361305661,11,5,2,25,0,530070,254930,275140,65924,119280,452993,0.8545909,1984,新潟県新潟市,1501,［元］財務省職員▽党青年局次長［歴］内閣官房国家戦略室主査▽慶大,bureaucrat,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15476,LDP,1
HR,2014,町田明広,Niigata 1,SMD,共産党,5,JCP,0,0,No experience,0,Male,49,40-49,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1501,Hokuriku Shinetsu,0,0,5,20037,197266,430046,0.10157351,3,3,,,,,,,,,,530070,254930,275140,65924,119280,452993,0.8545909,1965,新潟県上越市,1506,党県委員・新潟地区常任委員［歴］党新潟市議団事務局長▽新潟大,party position,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19715,JCP,1
HR,2014,西村智奈美,Niigata 1,SMD,民主党,16,DPJ,2,5,"Formerly in office, 3+ terms",1,Female,47,40-49,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,1,0,0,1,0,1,0,5,4,1501,Hokuriku Shinetsu,60000,0,4,84573,197266,430046,0.42872568,2,3,690721,3107023,6147926,0.222309587,11,3,1,15,3,530070,254930,275140,65924,119280,452993,0.8545909,1967,新潟県吉田町（現・燕市）,1502,［元］副厚労相［歴］県議▽党県代表▽外務政務官▽新潟大院,"prefectural assembly, education",0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,1,0,15260,DPJ,1
HR,2014,細田健一,Niigata 2,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",0,Male,50,50-59,0,Born outside district,1,Local public university,0,None,0,0,0,1,0,0,0,1,1,0,0,0,2,2,1502,Hokuriku Shinetsu,60000,1,1,70589,164311,304858,0.429606052,1,4,1122585,3107023,6147926,0.361305661,11,5,2,25,0,373412,181409,192003,45633,106586,90263,0.2417249,1964,愛知県名古屋市,2301,［元］経産省博覧会推進室長補佐［歴］通産省広報課長補佐▽ハーバード大院,"MP secretary, bureaucrat, business employee",0,1,1,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,13025,LDP,0
HR,2014,渡辺英明,Niigata 2,SMD,社会民主党,2,SDP,0,0,No experience,0,Male,64,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1502,Hokuriku Shinetsu,60000,0,2,11801,164311,304858,0.07182112,3,4,99242,3107023,6147926,0.031941186,11,0,1,3,999,373412,181409,192003,45633,106586,90263,0.2417249,1950,新潟県長岡市,1502,党県幹事長［歴］県立高教諭▽県総合生活協同組合理事▽駒大,"education, teacher's union",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,17442,SDP,1
HR,2014,五位野和夫,Niigata 2,SMD,共産党,5,JCP,0,0,No experience,0,Male,52,50-59,1,Born inside district,0,High school,0,None,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1502,Hokuriku Shinetsu,0,0,5,11434,164311,304858,0.06958755,4,4,,,,,,,,,,373412,181409,192003,45633,106586,90263,0.2417249,1962,新潟県柏崎市,1502,［元］柏崎市議▽党県委員・中越地区常任委員▽柏崎工高,municipal assembly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19578,JCP,1
HR,2014,鷲尾英一郎,Niigata 2,SMD,民主党,16,DPJ,2,6,"Currently in office, 3+ terms",0,Male,37,Under_40,1,Born inside district,3,University of Tokyo,0,None,1,0,0,0,0,0,0,0,1,0,0,0,4,4,1502,Hokuriku Shinetsu,60000,2,4,70487,164311,304858,0.428985278,2,4,690721,3107023,6147926,0.222309587,11,3,1,15,1,373412,181409,192003,45633,106586,90263,0.2417249,1977,新潟県新潟市,1502,公認会計士▽党政調副会長・常任幹事［歴］新日本監査法人社員▽東大,"accountant, business employee",0,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,1,0,19477,DPJ,1
HR,2014,斎藤洋明,Niigata 3,SMD,自民党,1,LDP,2,2,"Currently in office, 1 term",0,Male,38,Under_40,1,Born inside district,1,Local public university,0,None,0,0,0,1,0,0,0,0,1,0,0,0,2,2,1503,Hokuriku Shinetsu,60000,1,1,74319,168152,314215,0.441975118,2,3,1122585,3107023,6147926,0.361305661,11,5,2,25,2,382486,183555,198939,47714,105572,128678,0.3364254,1976,新潟県村上市,1503,［元］内閣府主査▽党青年局次長［歴］公正取引委員会職員▽神戸大院,bureaucrat,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,13002,LDP,1
HR,2014,伊藤誠,Niigata 3,SMD,共産党,5,JCP,0,0,No experience,0,Male,40,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1503,Hokuriku Shinetsu,0,0,5,11214,168152,314215,0.066689662,3,3,,,,,,,,,,382486,183555,198939,47714,105572,128678,0.3364254,1974,新潟県阿賀野市（旧水原町）,1503,党県委員・下越地区副委員長▽新潟大,party position,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19519,JCP,1
HR,2014,黒岩宇洋,Niigata 3,SMD,民主党,16,DPJ,1,1,"Formerly in office, 1 term",0,Male,48,40-49,0,Born outside district,0,High school,2,National-level elected politician,0,0,0,0,0,0,0,1,1,0,0,0,3,2,1503,Hokuriku Shinetsu,60000,0,4,82619,168152,314215,0.491335221,1,3,690721,3107023,6147926,0.222309587,11,3,1,15,0,382486,183555,198939,47714,105572,128678,0.3364254,1966,新潟県南魚沼市,1505,［元］法務政務官［歴］参院議員秘書▽参院議員▽東大中退,"UH, MP sec, business employee",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,北大,0,1,1,0,1,0,"黒岩秩子 (mother, HC), 北大路信明 （great uncle, HP）, 北大路實信（great grandfather, HP）",0,0,0,1,0,12612,DPJ,1
HR,2014,金子恵美1,Niigata 4,SMD,自民党,1,LDP,1,2,"Currently in office, 1 term",1,Female,36,Under_40,1,Born inside district,2,Private university,1,Local-level elected politician,0,0,0,0,0,1,0,0,1,1,1,0,2,2,1504,Hokuriku Shinetsu,60000,1,1,77137,165167,316172,0.467024285,1,3,1122585,3107023,6147926,0.361305661,11,5,1,25,0,382692,184468,198216,49357,98516,188149,0.491646,1978,新潟県西蒲原郡月潟村（現新潟市南区）,1504,［元］県議［歴］新潟市議▽早大,local politician,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,0,0,0,0,,0,0,0,0,0,11830,LDP,1
HR,2014,西沢博,Niigata 4,SMD,共産党,5,JCP,0,0,No experience,0,Male,34,Under_40,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1504,Hokuriku Shinetsu,0,0,5,13957,165167,316172,0.084502352,3,3,,,,,,,,,,382692,184468,198216,49357,98516,188149,0.491646,1980,滋賀県,25,党県常任委員・４区国政対策委員長▽敬和学園大,party youth org.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,15273,JCP,0
HR,2014,菊田真紀子,Niigata 4,SMD,民主党,16,DPJ,2,6,"Currently in office, 3+ terms",1,Female,45,40-49,1,Born inside district,0,High school,1,Local-level elected politician,0,0,0,0,0,0,0,1,1,1,1,0,6,5,1504,Hokuriku Shinetsu,60000,2,4,74073,165167,316172,0.448473363,2,3,690721,3107023,6147926,0.222309587,11,3,1,15,2,382692,184468,198216,49357,98516,188149,0.491646,1969,新潟県加茂市,1504,党幹事長代理・県代表［歴］加茂市議▽衆院議員秘書▽外務政務官▽加茂高,"municipal assembly, MP sec",0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,,0,0,0,1,0,11359,DPJ,1
HR,2014,長島忠美,Niigata 5,SMD,自民党,1,LDP,1,6,"Currently in office, 3+ terms",0,Male,63,60-69,1,Born inside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,1,1,1,4,4,1505,Hokuriku Shinetsu,60000,1,1,81176,141589,279756,0.573321374,1,3,1122585,3107023,6147926,0.361305661,11,5,2,25,0,348940,170582,178358,47092,88359,152279,0.4364045,1951,新潟県古志郡山古志村（現・長岡市）,1505,副復興相［歴］山古志村議▽村長▽東洋大理事長▽復興政務官▽東洋大,"village assembly, mayor",0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,1,1,0,17025,LDP,1
HR,2014,服部耕一,Niigata 5,SMD,共産党,5,JCP,0,0,No experience,0,Male,45,40-49,1,Born inside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1505,Hokuriku Shinetsu,0,0,5,12993,141589,279756,0.091765603,3,3,,,,,,,,,,348940,170582,178358,47092,88359,152279,0.4364045,1969,長岡市,1505,党県委員・中越地区常任委員▽山形大,party position,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,18378,JCP,1
HR,2014,森裕子,Niigata 5,SMD,生活の党,36,PLP,0,3,"Formerly in office, 2 terms",1,Female,58,50-59,0,Born outside district,1,Local public university,0,None,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1505,Hokuriku Shinetsu,60000,0,4,47420,141589,279756,0.334913023,2,3,75981,3107023,6147926,0.024454599,11,0,1,2,1,348940,170582,178358,47092,88359,152279,0.4364045,1956,新潟県新津市（現：新潟市秋葉区）,1504,［元］副文科相▽党代表代行・県代表［歴］横越町議▽参院議員▽新潟大,"HC, municipal assembly",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19653,Seikatsu,1
HR,2014,高鳥修一,Niigata 6,SMD,自民党,1,LDP,1,4,"Currently in office, 2 terms",0,Male,54,50-59,1,Born inside district,2,Private university,3,Cabinet minister,1,0,0,0,0,0,0,1,1,0,0,0,5,3,1506,Hokuriku Shinetsu,60000,1,1,83638,158719,288032,0.526956445,1,3,1122585,3107023,6147926,0.361305661,11,5,2,25,0,356850,173292,183558,45988,102874,129017,0.3615441,1960,新潟県高田市（現上越市）/糸魚川市,1506,［元］厚労政務官▽党厚生労働部会長［歴］国土計画社員▽衆院議員秘書▽早大,"MP secretary, business employee",0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,高鳥,0,1,1,0,1,1,"高鳥修 (father), 高鳥順作 (great grandfather, HP)",0,0,0,1,0,12530,LDP,1
HR,2014,高橋ミキ子,Niigata 6,SMD,共産党,5,JCP,0,0,No experience,1,Female,55,50-59,0,Born outside district,2,Private university,0,None,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1506,Hokuriku Shinetsu,0,0,5,12315,158719,288032,0.077589955,3,3,,,,,,,,,,356850,173292,183558,45988,102874,129017,0.3615441,1959,新潟県新潟市,1501,党県委員・上越地区常任委員▽新潟短大,party employee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,12386,JCP,1
HR,2014,梅谷守,Niigata 6,SMD,民主党,16,DPJ,0,0,No experience,0,Male,41,40-49,0,Born outside district,2,Private university,0,None,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1506,Hokuriku Shinetsu,60000,0,4,62766,158719,288032,0.3954536,2,3,690721,3107023,6147926,0.222309587,11,3,1,15,9,356850,173292,183558,45988,102874,129017,0.3615441,1973,東京都文京区,13,［元］県議▽ＮＰＯ理事［歴］商社員▽衆院議員秘書▽参院議員秘書▽早大,"prefectural assembly, MP secretary, NPO, company employee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,19740,DPJ,0
HR,2014,穴見陽一,Oita 1,SMD,自民党,1,LDP,2,2,"Currently in office, 1 term",0,Male,45,40-49,0,Born outside district,0,High school,0,None,0,1,0,0,0,0,0,0,1,0,0,0,3,2,4401,Kyushu,110000,1,1,88507,196513,371001,0.450387506,2,3,2001264,5830358,11816652,0.343248905,21,8,1,38,2,458752,220425,238327,66711,89747,326541,0.7114524,1969,大分県佐伯市,4402,会社相談役▽党国家戦略本部事務局次長・行革推進本部幹事▽法大中退,business (pres),1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,,0,0,0,0,0,11990,LDP,1
HR,2014,山本茂2,Oita 1,SMD,共産党,5,JCP,0,0,No experience,0,Male,63,60-69,1,Born inside district,1,Local public university,0,None,0,0,0,0,1,0,0,0,1,0,0,0,2,0,4401,Kyushu,0,0,5,13113,196513,371001,0.06672841,3,3,,,,,,,,,,458752,220425,238327,66711,89747,326541,0.7114524,1951,大分県大分市,4401,党１区国政対策委員長▽県労連幹事▽年金者組合役員［歴］県職員▽宮崎大,"local bureaucrat, labor union",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,0,0,13595,JCP,1
HR,2014,吉良州司,Oita 1,SMD,民主党,16,DPJ,1,5,"Formerly in office, 3+ terms",0,Male,56,50-59,0,Born outside district,3,University of Tokyo,0,None,0,1,0,0,0,0,0,0,1,0,0,0,5,4,4401,Kyushu,110000,0,4,94893,196513,371001,0.482884084,1,3,944093,5830358,11816652,0.161927106,21,3,2,16,0,458752,220425,238327,66711,89747,326541,0.7114524,1958,大分県玖珠町,4402,［元］副外相［歴］日商岩井社員・大分県出向・米社ニューヨーク本社部長▽東大,business (executive),1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,,0,0,0,1,0,11500,DPJ,1
